Vers,Phonétique,Syllabes
et charmant l'orient de leurs fraîches clartés,eSaRmAlORjA|d@l9RfRES@klaRte,12
étonnent tout à coup l'œil qui les a comptés,etOntutakul2j|kilezakCte,11
dans l'espace aussitôt ils s'élancent et l'homme,dAlEspasositot|ilszelAstelOm,11
ainsi qu'un nouveau-né les salue et les nomme,e~sike~nuvone|lesalyelenOm,12
quel mortel enivré de leur chaste regard,kElmORtElAnivRe|d@l9RSast@R@gaR,12
laissant ses yeux errants les fixer au hasard,lesAsezj2zeRA|lefikseoazaR,12
et cherchant le plus pur parmi ce chœur suprême,eSERSAl@plypyR|paRmis@k9rsypREm,12
ne l'a pas consacré du nom de ce qu'il aime ,n@lapakCsakRe|dynCd@s@kilEm,12
moi-même il en est un solitaire isolé,mwamEmilAEte~|sOlitERizOle,12
qui dans mes longues nuits m'a souvent consolé,kidAmelCg@nHi|m|asuvAkCsOle,12
et dont l'éclat voilé des ombres du mystère,edCleklavwale|dezCbR@dymistER,12
me rappelle un regard qui brillait sur la terre,m@RapEle~R@gaR|kibRijEsyRlatER,12
peut-être ah  puisse-t-il au céleste séjour,p2EtRapHis@tto|selEst@seZuR,11
porter au moins ce nom que lui donna l'amour ,pORteomwe~s@nC|k@lHidOnalamuR,12
cependant la nuit marche et sur l'abîme immense,s@pAdAlanHimaRS|esyRlabimimAs,12
tous ces mondes flottants gravitent en silence,tussemCd@flOtA|gRavittAsilAs,11
et nous-même avec eux emportés dans leur cours,enumEmavEk2z|ApORtedAl9RkuR,12
vers un port inconnu nous avançons toujours,vERze~pORte~kOny|nuzavAsCtuZuR,12
souvent pendant la nuit au souffle du zéphyre,suvApAdAlanHit|osufl@dyzefiR,12
on sent la terre aussi flotter comme un navire ,CsAlatERosi|flOtekOme~naviR,12
d'une écume brillante on voit les monts couverts,dtynekym@bRijAt|CvwalemCkuvER,12
fendre d'un cours égal le flot grondant des airs ,fAdR@dte~kuRzegal|l@flogRCdAdezER,12
sur ces vagues d'azur où le globe se joue,syRsevag@dtazyR|ul@glOb@s@Zu,12
on entend l'aquilon se briser sous la proue,CAtAlakilC|s@bRizesulapRu,12
et du vent dans les mâts les tristes sifflements,edyvAdAlema|letRist@sifl@mA,12
et de ses flancs battus les sourds gémissements ,ed@seflAbaty|lesuRZemis@mA,12
et l'homme sur l'abîme où sa demeure flotte,elOm@syRlabim|usad@m9R@flOt,12
vogue avec volupté sur la foi du pilote ,vOgavEkvOlypte|syRlafwadypilOt,12
soleils mondes errants qui voguez avec nous,sOlEjmCd@zeRA|kivOgeavEknu,12
dites s'il vous l'a dit où donc allons-nous tous ,dit@szilvuladit|udCkalCnutus,12
quel est le port céleste où son souffle nous guide ,kElEl@pORselEst|usCsufl@nugid,12
quel terme assigna-t-il à notre vol rapide ,kEltERmasinjatta|nOtR@vOlRapid,11
allons-nous sur des bords de silence et de deuil,alCnusyRdebOR|d@silAsed@d9j,12
échouant dans la nuit sur quelque vaste écueil,eSwAdAlanHi|syRkElk@vastek9j,12
semer l'immensité des débris du naufrage ,s@melimAsite|dedebRidynofRaZ,12
ou conduits par sa main sur un brillant rivage,ukCdHipaRsame~|syRe~bRijARivaZ,12
et sur l'ancre éternelle à jamais affermis,esyRlAkRetERnEl|aZamEzafERmi,12
dans un golfe du ciel aborder endormis ,dAze~gOlf@dysjEl|abORdeAdORmi,12
vous qui nagez plus près de la céleste voûte,vukinaZeplypRE|d@laselEst@vut,12
mondes étincelants vous le savez sans doute ,mCd@zete~s@lA|vul@savesAdut,12
cet océan plus pur ce ciel où vous flottez,sEttOseAplypyR|s@sjEluvuflOte,12
laisse arriver à vous de plus vives clartés ,lEsaRiveavu|d@plyviv@klaRte,12
plus brillantes que nous vous savez davantage ,plybRijAt@k@nu|vusavedavAtaZ,12
car de la vérité la lumière est l'image,kaRd@laveRite|lalymjERElimaZ,12
oui si j'en crois l'éclat dont vos orbes errants,wisiZAkRwalekla|dCvozORb@zeRA,12
argentent des forêts les dômes transparents,aRZAtdefOREle|dom@tRAspaRA,11
ou qui glissant soudain sur des mers irritées,ukiglisAsude~|syRdemERziRite,12
calme en les éclairant les vagues agitées ,kalmAlezeklERA|levag@zaZite,12
si j'en crois ces rayons qui plus doux que le jour,siZAkRwaseREjC|kiplyduk@l@ZuR,12
inspirent la vertu la prière l'amour,e~spiRlavERtyla|pRijER@lamuR,11
et quand l'œil attendri s'entr'ouvre à leur lumière,ekAl2jatAdRi|sz|Antral9RlymjER,11
attirent une larme aux bords de la paupière ,atiRtyn@laRmo|bORd@lapopjER,11
si j'en crois ces instincts ces doux pressentiments,siZAkRwaseze~ste~|sedupResAtimA,12
qui dirigent vers vous les soupirs des amants,kidiRiZvERvule|supiRdezamA,11
les yeux de la beauté les rêves qu'on regrette,lezj2d@labote|leREv@kCR@gREt,12
et le vol enflammé de l'aigle et du poëte,el@vOlAflame|d@lEgledypoEt,12
tentes du ciel édens temples brillants palais,tAt@dysjEledEn|tApl@bRijApalE,12
vous êtes un séjour d'innocence et de paix ,vuEt@ze~seZuR|dt|inOsAsed@pE,12
dans le calme des nuits à travers la distance,dAl@kalm@denHiz|atRavERladistAs,12
vous en versez sur nous la lointaine influence,vuzAvERsesyRnu|lalwe~tEne~flyAs,12
tout ce que nous cherchons l'amour la vérité,tus@k@nuSERSC|l|amuRlaveRite,12
ces fruits tombés du ciel dont la terre a goûté,sefRHitCbedysjEl|dClatERagute,12
dans vos brillants climats que le regard envie,dAvobRijAklima|k@l@R@gaRtAvi,12
nourrissent à jamais les enfants de la vie ,nuRistaZamElez|AfAd@lavi,11
et l'homme un jour peut-être à ses destins rendu,elOme~ZuRp2EtR|asedEste~RAdy,12
retrouvera chez vous tout ce qu'il a perdu,R@tRuv@RaSevu|tus@kilapERdy,12
hélas  combien de fois seul veillant sur ces cimes,elaskCbje~d@fwa|s9lvejAsyRsesim,12
où notre âme plus libre a des vœux plus sublimes,unOtR@amplylibR|adev2plysyblim,12
beaux astres fleurs du ciel dont le lis est jaloux,bozastR@fl9RdysjEl|dCl@lizEZalu,12
j'ai murmuré tout bas  que ne suis-je un de vous ,ZemyRmyRetuba|k@n@sHiZ@e~d@vu,13
que ne puis-je échappant à ce globe de boue,k@n@pHiZ@eSapAtas@glOb@d@bu,13
dans la sphère éclatante où mon regard se joue,dAlasfEReklatAt|umCR@gaRs@Zu,12
jonchant d'un feu de plus le parvis du saint lieu,ZCSAdte~f2d@ply|l@paRvidyse~lj2,12
éclore tout à coup sous les pas de mon dieu,eklOR@tutaku|sulepad@mCdj2,12
ou briller sur le front de la beauté suprême,ubRijesyRl@fRC|d@labotesypREm,12
comme un pâle fleuron de son saint diadème ,kOme~pal@fl9RC|d@sCse~djadEm,12
dans le limpide azur de ces flots de cristal,dAl@le~pidazyR|d@seflod@kRistal,12
me souvenant encor de mon globe natal,m@suv@nAtAkor|d@mCglOb@natal,12
je viendrais chaque nuit tardif et solitaire,Z@vje~dRESak@nHi|taRdifesOlitER,12
sur les monts que j'aimais briller près de la terre ,syRlemCk@ZemE|bRijepREd@latER,12
j'aimerais à glisser sous la nuit des rameaux,Zem@REzaglise|sulanHideRamo,12
à dormir sur les prés à flotter sur les eaux,adORmiRsyRlepRez|aflOtesyRlezo,12
à percer doucement le voile d'un nuage,apERsedus@mA|l@vwal@dte~nHaZ,12
comme un regard d'amour que la pudeur ombrage,kOme~R@gaRdtamuR|k@lapyd9RCbRaZ,12
je visiterais l'homme  et s'il est ici-bas,Z@vizit@RElOm|eszilEtisiba,12
un front pensif des yeux qui ne se ferment pas,e~fRCpAsifdezj2|kin@s@fERmApa,12
une âme en deuil un cœur qu'un poids sublime oppresse,yn@amAd9je~|k9rke~pwasyblimOpREs,13
répandant devant dieu sa pieuse tristesse ,RepAdAd@vAdj2|sapj2z@tRistEs,12
un malheureux au jour dérobant ses douleurs,e~mal2R2zoZuR|deRObAsedul9R,12
et dans le sein des nuits laissant couler ses pleurs ,edAl@se~denHi|lesAkulesepl9R,12
un génie inquiet une active pensée,e~Zenie~kjEt|ynaktiv@pAse,12
par un instinct trop fort dans l'infini lancée ,paRe~e~ste~tRofOR|dAle~finilAse,12
mon rayon pénétré d'une sainte amitié,mCREjCpenetRe|dt|yn@se~tamitje,12
pour des maux trop connus prodiguant sa pitié,puRdemotRokOny|pROdigAsapitje,12
comme un secret d'amour versé dans un cœur tendre,kOme~s@kREdtamuR|vERsedAze~k9rtAdR,12
sur ces fronts inclinés se plairait à descendre,syRsefRCze~kline|s@plEREtadesAdR,12
ma lueur fraternelle en découlant sur eux,malH9RfRatERnEl|AdekulAsyR2,12
dormirait sur leur sein sourirait à leurs yeux ,dORmiREsyRl9Rse~|suRiREtal9Rzj2,12
je leur révélerais dans la langue divine,Z@l9RRevel@RE|dAlalAg@divin,12
un mot du grand secret que le malheur devine ,e~modygRAs@kRE|k@l@mal9Rd@vin,12
je sécherais leurs pleurs et quand l'œil du matin,Z@seS@REl9Rpl9Rz|ekAl2jdymate~,12
ferait pâlir mon disque à l'horizon lointain,f@REpaliRmCdisk|alORizClwe~te~,12
mon rayon en quittant leur paupière attendrie,mCREjCAkitA|l9RpopjERatAdRi,12
leur laisserait encor la vague rêverie,l9Rles@REtAkor|lavag@REv@Ri,12
et la paix et l'espoir  et lassés de gémir,elapEzelEspwaR|elased@ZemiR,12
au moins avant l'aurore ils pourraient s'endormir ,omwe~zavAlOROR|ilpuREszAdORmiR,12
et vous brillantes sœurs étoiles mes compagnes,evubRijAt@s2Rz|etwal@mekCpanj,12
qui du bleu firmament émaillez les campagnes,kidybl2fiRmamAt|emajelekApanj,12
et cadençant vos pas à la lyre des cieux,ekadAsAvopaz|alaliR@desj2,12
nouez et dénouez vos chœurs harmonieux ,nweedenwe|vok9RaRmOnj2,12
introduit sur vos pas dans la céleste chaîne,e~tROdHisyRvopa|dAlaselEst@SEn,12
je suivrais dans l'éther l'instinct qui vous entraîne ,Z@sHivREdAletER|l|e~ste~kivuzAtREn,12
vous guideriez mon œil dans ce vaste désert,vugid@RjemC2j|dAs@vast@dezER,12
labyrinthe de feux où le regard se perd ,labiRe~t@d@f2z|ul@R@gaRs@pER,12
vos rayons m'apprendraient à louer à connaître,voREjCmapRAdREt|alweakOnEtR,12
celui que nous cherchons que vous voyez peut-être ,s@lHik@nuSERSC|k@vuvwajep2EtR,12
et noyant dans mon sein ses tremblantes clartés,enwajAdAmCse~|setRAblAt@klaRte,12
je sentirais en lui tout ce que vous sentez,Z@sAtiREzAlHi|tus@k@vusAte,12
naître avec le printemps mourir avec les roses ,nEtRavEkl@pRe~tA|muRiRavEkleRoz,12
sur l'aile du zéphyr nager dans un ciel pur ,syRlEl@dyzefiR|naZedAze~sjElpyR,12
balancé sur le sein des fleurs à peine écloses,balAsesyRl@se~|defl9RzapEnekloz,12
s'enivrer de parfums de lumière et d'azur ,szAnivRed@paRfe~|d@lymjERedtazyR,12
secouant jeune encor la poudre de ses ailes,s@kwAZ9nAkor|lapudR@d@sezEl,12
s'envoler comme un souffle aux voûtes éternelles,szAvOlekOme~sufl|ovut@zetERnEl,12
voilà du papillon le destin enchanté ,vwaladypapijC|l@dEste~ASAte,12
il ressemble au désir qui jamais ne se pose,ilR@sAblodeziR|kiZamEn@s@poz,12
et sans se satisfaire effleurant toute chose,esAs@satisfER|efl9RAtut@Soz,12
retourne enfin au ciel chercher la volupté,R@tuRnAfe~osjEl|SERSelavOlypte,12
lorsque seul avec toi pensive et recueillie,lORsk@s9lavEktwa|pAsiveR@k9ji,12
tes deux mains dans la mienne assis à tes côtés,ted2me~dAlamjEn|asizatekote,12
j'abandonne mon âme aux molles voluptés,ZabAdOn@mCam|omOl@vOlypte,12
et je laisse couler les heures que j'oublie ,eZ@lEs@kule|le9R@k@Zubli,12
lorsqu'au fond des forêts je t'entraîne avec moi,loRskofCdefORE|Z@ttAtREnavEkmwa,12
lorsque tes doux soupirs charment seuls mon oreille,lORsk@tedusupiR|SaRms9lmCOREj,11
ou que te répétant les serments de la veille,uk@t@RepetA|lesERmAd@lavEj,12
je te jure à mon tour de n'adorer que toi ,Z@t@ZyRamCtuR|d@nadORek@twa,12
lorsqu'enfin plus heureux ton front charmant repose,loRskAfe~ply2R2|tCfRCSaRmAR@poz,12
sur mon genou tremblant qui lui sert de soutien,syRmCZ@nutRAblA|kilHisERd@sutje~,12
et que mes lents regards sont suspendus au tien,ek@melAR@gaR|sCsyspAdyzotje~,12
comme l'abeille avide aux feuilles de la rose ,kOm@labEjavid|of9j@d@laRoz,12
souvent alors souvent dans le fond de mon cœur,suvAtalORsuvA|dAl@fCd@mCk9r,12
pénètre comme un trait une vague terreur ,penEtR@kOme~tREt|yn@vag@teR9R,12
tu me vois tressaillir  je pâlis je frissonne,tym@vwatResajiR|Z@paliZ@fRisOn,12
et troublé tout à coup dans le sein du bonheur,etRubletutaku|dAl@se~dybOn9R,12
je sens couler des pleurs dont mon âme s'étonne,Z@sAkuledepl9R|dCmCamszetOn,11
tu me presses soudain dans tes bras caressants,tym@pREs@sude~|dAtebRakaResA,12
et je vois de tes yeux s'échapper quelques larmes,eZ@vwad@tezj2|sz|eSapekElk@laRm,12
qui viennent se mêler aux pleurs que je répands,kivjEns@meleo|pl9Rk@Z@RepA,11
 de quel ennui secret ton âme est-elle atteinte  ,d@kElAnHis@kRE|tCamEtElate~t,12
me dis-tu  cher amour épanche ta douleur ,m@ditySERamuR|epAS@tadul9R,12
 j'adoucirai ta peine en écoutant ta plainte,ZadusiRetapEn|AekutAtaple~t,12
 et mon cœur versera le baume dans ton cœur ,emCk9rvERs@Ra|l@bom@dAtCk9r,12
ne m'interroge plus ô moitié de moi-même ,n@me~teROZ@ply|omwatjed@mwamEm,12
enlacé dans tes bras quand tu me dis  je t'aime ,AlasedAtebRa|kAtym@diZ@ttEm,12
quand mes yeux enivrés se soulèvent vers toi,kAmezj2zAnivRe|s@sulEvvERtwa,11
nul mortel sous les cieux n'est plus heureux que moi ,nylmORtElsulesj2|n|Eply2R2k@mwa,12
mais jusque dans le sein des heures fortunées,mEZysk@dAl@se~|de9R@fORtyne,12
je ne sais quelle voix que j'entends retentir,Z@n@sEkEl@vwa|k@ZAtAR@tAtiR,12
que le bonheur s'enfuit sur l'aile des années,k@l@bOn9RszAfHi|syRlEl@dezane,12
et que de nos amours le flambeau doit mourir,ek@d@nozamuR|l@flAbodwamuRiR,12
d'un vol épouvanté dans le sombre avenir,dte~vOlepuvAte|dAl@sCbRav@niR,12
cueillons cueillons la rose au matin de la vie ,k9jCk9jClaRoz|omate~d@lavi,12
des rapides printemps respire au moins les fleurs ,deRapid@pRe~tA|REspiRomwe~lefl9R,12
aux chastes voluptés abandonnons nos cœurs ,oSast@vOlyptez|abAdOnCnok9R,12
aimons-nous sans mesure ô mon unique amie ,emCnusAm@zyR@omCynikami,13
quand le nocher battu par les flots irrités,kAl@noSebaty|paRlefloziRite,12
voit son fragile esquif menacé du naufrage,vwasCfRaZilEskif|m@nasedynofRaZ,12
il tourne ses regards aux bords qu'il a quittés,iltuRn@seR@gaRz|obORkilakite,12
et regrette trop tard les loisirs du rivage,eR@gREt@tRotaR|lelwaziRdyRivaZ,12
ah  qu'il voudrait alors au toit de ses aïeux,akilvudREtalORz|otwad@sezajE,12
près des objets chéris présents à sa mémoire,pREdezObZESeRi|pRezAzasamemwaR,12
coulant des jours obscurs sans périls et sans gloire,kulAdeZuRzOpskyR|sApeRilzesAglwaR,12
n'avoir jamais laissé son pays ni ses dieux ,navwaRZamElese|sCpeinisedj2,12
ainsi l'homme courbé sous le poids des années,e~silOm@kuRbe|sul@pwadezane,12
pleure son doux printemps qui ne peut revenir,pl9R@sCdupRe~tA|kin@p2R@v@niR,12
 ah  rendez-moi dit-il ces heures profanées ,aRAdemwaditil|se9R@pROfane,12
 ô dieux  dans leur saison j'oubliai d'en jouir ,odj2dAl9RsEzC|Z|ublijedtAZwiR,13
il dit  la mort répond  et ces dieux qu'il implore,ildilamORRepCt|esedj2kile~plOR,12
le poussant au tombeau sans se laisser fléchir,l@pusAtotCbo|sAs@lesefleSiR,12
ne lui permettent pas de se baisser encore,n@lHipERmEtpad@|s@beseAkOR,11
pour ramasser ces fleurs qu'il n'a pas su cueillir,puRRamasesefl9R|k|ilnapasyk9jiR,12
et rions des soucis qui bercent les mortels,eRjCdesusi|kibERslemORtEl,11
pour le frivole appât d'une vaine fumée,puRl@fRivOlapa|dt|yn@vEn@fyme,12
la moitié de leurs jours hélas  est consumée,lamwatjed@l9RZuR|elaszEkCsyme,12
à leur stérile orgueil ne portons point envie ,al9RsteRilORg2j|n@pORtCpwe~tAvi,12
laissons le long espoir aux maîtres des humains ,lesCl@lCEspwaR|omEtR@deyme~,12
hâtons-nous d'épuiser la coupe de la vie,atCnudtepHize|lakup@d@lavi,12
et qu'aux fastes sanglants de l'altière bellone,ekofast@sAglA|d@laltjER@bElon,12
sur le marbre ou l'airain on inscrive nos noms ,syRl@maRbRulERe~|Ce~skRiv@nonC,12
soit que des simples fleurs que la beauté moissonne,swak@dese~pl@fl9R|k@labotemwasOn,12
nous allons échouer tous au même rivage,nuzalCzeSwe|tuszomEm@RivaZ,12
sur un vaisseau fameux d'avoir fendu les airs,syRe~vEsofam2|dt|avwaRfAdylezER,12
rasé timidement le rivage des mers ,Razetimid@mA|l@RivaZ@demER,12
ramenez-moi disais-je au fortuné rivage,Ram@nemwadizE|Z@ofORtyneRivaZ,13
où naples réfléchit dans une mer d'azur,unapl@RefleSi|dAzyn@mERdtazyR,12
ses palais ses coteaux ses astres sans nuage ,sepalEsekOto|sezastR@sAnHaZ,12
où l'oranger fleurit sous un ciel toujours pur,ulORAZefl9Ri|suze~sjEltuZuRpyR,12
que tardez-vous  partons  je veux revoir encore,k@taRdevupaRtC|Z@v2R@vwaRAkOR,12
le vésuve enflammé sortant du sein des eaux ,l@vezyvAflame|sORtAdyse~dezo,12
je veux de ses hauteurs voir se lever l'aurore ,Z@v2d@seot9R|vwaRs@l@velOROR,12
je veux guidant les pas de celle que j'adore,Z@v2gidAlepa|d@sEl@k@ZadOR,12
redescendre en rêvant de ces riants coteaux,R@dEsAdRARevA|d@seRjAkOto,12
suis-moi dans les détours de ce golfe tranquille ,sHimwadAledetuR|d@s@gOlf@tRAkil,12
retournons sur ces bords à nos pas si connus,R@tuRnCsyRsebORz|anopasikOny,12
aux jardins de cynthie au tombeau de virgile,oZaRde~d@sinti|otCbod@viRZil,12
près des débris épars du temple de vénus ,pREdedebRizepaR|dytApl@d@venys,12
là sous les orangers sous la vigne fleurie,lasulezORAZe|sulavinj@fl9Ri,12
dont le pampre flexible au myrte se marie,dCl@pApR@flEksibl|omiRt@s@maRi,12
et tresse sur ta tête une voûte de fleurs,etREs@syRtatEt|yn@vut@d@fl9R,12
au doux bruit de la vague ou du vent qui murmure,odubRHid@la|vagudyvAkimyRmyR,13
seuls avec notre amour seuls avec la nature,s9lzavEknOtRamuR|s9lzavEklanatyR,12
la vie et la lumière auront plus de douceurs,lavielalymjER|oRCplyd@dus9R,12
de mes jours pâlissants le flambeau se consume,d@meZuRpalisA|l@flAbos@kCsym,12
il s'éteint par degrés au souffle du malheur,ilszete~paRd@gRez|osufl@dymal9R,12
ou s'il jette parfois une faible lueur,uszilZEt@paRfwaz|yn@fEbl@lH9R,12
c'est quand ton souvenir dans mon sein le rallume,sEkAtCsuv@niR|dAmCse~l@Ralym,12
je ne sais si les dieux me permettront enfin,Z@n@sEsiledj2|m@pERmEtRCtAfe~,12
d'achever ici-bas ma pénible journée ,dtaS@veisiba|mapenibl@ZuRne,12
mon horizon se borne et mon œil incertain,mCORizCs@bORn|emC2je~sERte~,12
ose l'étendre à peine au delà d'une année,ozletAdRapEno|d@ladtynane,11
s'il faut sur une terre au bonheur destinée,szilfosyRyn@tER|obOn9RdEstine,12
semblait avoir pour moi de roses couronnée,sAblEtavwaRpuRmwa|d@Roz@kuROne,12
je ne demande aux dieux que de guider mes pas,Z@n@d@mAdodj2|k@d@gidemepa,12
jusqu'aux bords qu'embellit ta mémoire chérie,ZyskobORkAbEli|tamemwaR@SeRi,12
de saluer de loin ces fortunés climats,d@salHed@lwe~|sefORtyneklima,12
et de mourir aux lieux où j'ai goûté la vie,ed@muRiRolj2z|uZegutelavi,12
heureux qui s'écartant des sentiers d'ici-bas,2R2kiszekaRtA|desAtjedtisiba,12
à l'ombre du désert allant cacher ses pas,alCbR@dydezERt|alAkaSesepa,12
d'un monde dédaigné secouant la poussière,dte~mCd@dedenje|s@kwAlapusjER,12
efface encor vivant ses traces sur la terre,efasAkorvivA|setRas@syRlatER,12
et dans la solitude enfin enseveli,edAlasOlityd|Afe~As@v@li,12
se nourrit d'espérance et s'abreuve d'oubli ,s@nuRidtEspeRAs|eszabR9v@dtubli,12
tel que ces esprits purs qui planent dans l'espace,tElk@sezEspRipyR|kiplandAlEspas,11
tranquille spectateur de cette ombre qui passe,tRAkil@spEktat9R|d@sEtCbR@kipas,12
des caprices du sort à jamais défendu,dekapRis@dysORt|aZamEdefAdy,12
il suit de l'œil ce char dont il est descendu ,ilsHid@l2js@SaR|dCtilEdesAdy,12
il voit les passions sur une onde incertaine,ilvwalepasjC|syRynCde~sERtEn,12
de leur souffle orageux enfler la voile humaine,d@l9RsuflORaZ2z|AflelavwalymEn,12
mais ces vents inconstants ne troublent plus sa paix ,mEsevAze~kCstA|n@tRublplysapE,11
il se repose en dieu qui ne change jamais ,ils@R@pozAdj2|kin@SAZ@ZamE,12
il aime à contempler ses plus hardis ouvrages,ilEmakCtAple|seplyaRdizuvRaZ,12
ces monts vainqueurs des vents de la foudre et des âges,semCve~k9RdevA|d@lafudRedeaZ,12
où dans leur masse auguste et leur solidité,udAl9Rmasogyst|el9RsOlidite,12
ce dieu grava sa force et son éternité,s@dj2gRavasafORs|esCetERnite,12
à cette heure où frappé d'un rayon de l'aurore,a9RufRapedte~REjCd@lOROR,13
leur sommet enflammé que l'orient colore,l9RsOmEtAflame|k@lORjAkOlOR,12
comme un phare céleste allumé dans la nuit,kOme~faR@selEst|alymedAlanHi,12
jaillit étincelant de l'ombre qui s'enfuit,Zajitete~s@lA|d@lCbR@kiszAfHi,12
il s'élance il franchit ces riantes collines,ilszelAsilfRASi|seRjAt@kOlin,12
que le mont jette au loin sur ses larges racines,k@l@mCZEtolwe~|syRselaRZ@Rasin,12
et porté par degrés jusqu'à ses sombres flancs,epORtepaRd@gRe|ZyskasesCbR@flA,12
sous des pins immortels il s'enfonce à pas lents ,sudepe~zimORtElz|ilszAfCsapalA,12
là des torrents séchés le lit seul est la route ,ladetORAseSe|l@lis9lElaRut,12
tantôt les rocs minés sur lui pendent en voûte,tAtoleROkmine|syRlHipAdtAvut,11
et tantôt sur leurs bords tout à coup suspendu,etAtosyRl9RbOR|tutakusyspAdy,12
il recule étonné  son regard éperdu,ilR@kyletOne|sCR@gaRtepERdy,12
jouit avec horreur de cet effroi sublime,ZwitavEkOR9R|d@sEttefRwasyblim,12
et sous ses pieds longtemps voit tournoyer l'abîme,esusepjelCtA|vwatuRnwajelabim,12
il monte et l'horizon grandit à chaque instant ,ilmCtelORizC|gRAditaSake~stA,12
il monte et devant lui l'immensité s'étend,ilmCted@vAlHi|l|imAsiteszetA,12
comme sous le regard d'une nouvelle aurore ,kOm@sul@R@gaR|dt|yn@nuvElOROR,12
un monde à chaque pas pour ses yeux semble éclore,e~mCdaSak@pa|puRsezj2sAbleklOR,12
jusqu'au sommet suprême où son œil enchanté,ZyskosOmEsypREm|usC2jASAte,12
s'empare de l'espace et plane en liberté,szApaR@d@lEspas|eplanAlibERte,12
ainsi lorsque notre âme à sa source envolée,e~silORsk@nOtR@|amasasuRsAvOle,13
quitte enfin pour toujours la terrestre vallée,kitAfe~puRtuZuR|lateREstR@vale,12
chaque coup de son aile en l'élevant aux cieux,Sak@kud@sCEl|Alel@vAtosj2,12
élargit l'horizon qui s'étend sous ses yeux ,elaRZilORizC|kiszetAsusezj2,12
des mondes sous son vol le mystère s'abaisse ,demCd@susCvOl|l@mistER@szabEs,12
en découvrant toujours elle monte sans cesse,AdekuvRAtuZuRz|El@mCt@sAsEs,12
jusqu'aux saintes hauteurs d'où l'œil du séraphin,Zyskoot9R|dt|ul2jdyseRafe~,12
sur l'espace infini plonge un regard sans fin,syRlEspase~fini|plCZe~R@gaRsAfe~,12
salut brillants sommets champs de neige et de glace ,salybRijAsOmE|SAd@nEZed@glas,12
vous qui d'aucun mortel n'avez gardé la trace ,vukidtoke~mORtEl|n|avegaRdelatRas,12
vous que le regard même aborde avec effroi,vuk@l@R@gaRmEm|abORdavEkefRwa,12
et qui n'avez souffert que les aigles et moi ,ekinavesufER|k@lezEgl@zemwa,12
œuvres du premier jour augustes pyramides,2vR@dypR@mjeZuR|ogyst@piRamid,12
que dieu même affermit sur vos bases solides,k@dj2mEmafERmi|syRvobaz@sOlid,12
confins de l'univers qui depuis ce grand jour,kCfe~d@lynivER|kid@pHis@gRAZuR,12
n'avez jamais changé de forme et de contour,naveZamESAZe|d@fORmed@kCtuR,12
le nuage en grondant parcourt en vain vos cimes,l@nHaZAgRCdA|paRkuRtAve~vosim,12
le fleuve en vain grossi sillonne vos abîmes,l@fl9vAve~gRosi|sijOn@vozabim,12
la foudre frappe en vain votre front endurci ,lafudR@fRapAve~|vOtR@fRCtAdyRsi,12
votre front solennel un moment obscurci,vOtR@fRCsOlanEl|e~mOmAtOpskyRsi,12
sur nous comme la nuit versant son ombre obscure,syRnukOm@lanHi|vERsAsCCbROpskyR,12
et laissant pendre au loin sa noire chevelure,elesApAdRolwe~|sanwaR@S@v@lyR,12
semble toujours vainqueur du choc qui l'ébranla,sAbl@tuZuRve~k9R|dySOkkilebRAla,12
au dieu qui l'a fondé dire encor   me voilà ,odj2kilafCde|diRAkorm@vwala,12
et moi me voici seul sur ces confins du monde ,emwam@vwasis9l|syRsekCfe~dymCd,12
loin d'ici sous mes pieds la foudre vole et gronde ,lwe~dtisisumepje|lafudR@vOlegRCd,12
les nuages battus par les ailes des vents,lenHaZ@baty|paRlezEl@devA,12
entre-choquant comme eux leurs tourbillons mouvants,AtR@SOkAkOm2|l9RtuRbijCmuvA,12
tels qu'un autre océan soulevé par l'orage,tElke~otROseA|sul@vepaRlORaZ,12
se déroulent sans fin dans des lits sans rivage,s@deRulsAfe~dA|delisARivaZ,11
et devant ces sommets abaissant leur orgueil,ed@vAsesOmEz|abesAl9RORg2j,12
brisent incessamment sur cet immense écueil,bRizte~sesamAsyR|sEttimAsek9j,11
mais tandis qu'à ses pieds ce noir chaos bouillonne,mEtAdikasepje|s@nwaRkaobujOn,12
d'éternelles splendeurs le soleil le couronne ,dtetERnEl@splAd9R|l@sOlEjl@kuROn,12
depuis l'heure où son char s'élance dans les airs,d@pHil9RusCSaR|sz|elAs@dAlezER,12
jusqu'à l'heure où son disque incline vers les mers,Zyskal9RusCdisk|e~klin@vERlemER,12
cet astre en décrivant son oblique carrière,sEttastRAdekRivA|sCOblik@kaRjER,12
d'aucune ombre jamais n'y souille sa lumière ,dtokynCbR@ZamE|n|isuj@salymjER,12
et déjà la nuit sombre a descendu des cieux,edeZalanHisCbR|adesAdydesj2,12
qu'à ces sommets encore il dit de longs adieux,kasesOmEzAkOR|ildid@lCzadj2,12
là tandis que je nage en des torrents de joie,latAdik@Z@naZ|AdetORAd@Zwa,12
ainsi que mon regard mon âme se déploie,e~sik@mCR@gaR|mCams@deplwa,11
et croit en respirant cet air de liberté,ekRwatAREspiRA|sEttERd@libERte,12
recouvrer sa splendeur et sa sérénité,R@kuvResasplAd9R|esaseRenite,12
oui dans cet air du ciel les soins lourds de la vie,widAsEttERdysjEl|leswe~luRd@lavi,12
le mépris des mortels leur haine ou leur envie,l@mepRidemORtEl|l9REnul9RAvi,12
