Vers,Phonétique,Syllabes
qu'elle a de son amour enfermé le trésor,kElad@sCamuR|AfERmel@tRezOR,12
comme une fleur pudique en son calice d'or ,kOmyn@fl9Rpydik|AsCkalis@dtOR,12
quand je t'ai conseillé de tuer une femme,kAZ@ttekCseje|d@tHeyn@fam,12
elle t'aimait du moins  c'est là qu'est le bonheur,El@ttemEdymwe~|s|ElakEl@bOn9R,12
c'est là tout ô cassius  n'étouffe pas ta flamme,sElatuokasiysnetuf@pataflam,13
sous la cendre  crois-moi cherche comme un plongeur,sulasAdR@kRwamwa|SERS@kOme~plCZ9R,12
cette perle qui dort dans la mer de son cœur,sEt@pERl@kidOR|dAlamERd@sCk9r,12
 et quand donc dit cassius et de quelle manière,ekAdCkdikasiyszed@kEl@manjER,13
me ferai-je aimer d'elle  en baisant son talon ,m@f@ReZ@eme|dt|ElAbezAsCtalC,13
en enrayant ma roue à l'éternelle ornière ,AARejAmaRu|aletERnElORnjER,12
en me faisant son ombre  ah  mordieu c'est trop long,Am@f@zAsCCbR|amoRdH@sEtRolC,12
lui plairai-je d'ailleurs  la chance en est douteuse ,lHiplEReZ@dtaj9R|laSAsAEdut2z,12
elle aimera plus vite une fois dans mes bras,Elem@Raplyvit|yn@fwadAmebRa,12
que la mort entre nous serve d'entremetteuse,k@lamORtAtR@nu|sERv@dtAtR@mEt2z,12
 je vois dit fortunio que tu ne connais pas,Z@vwadifoRtyniok@tyn@kOnEpa,13
le plus grand des moyens,l@plygRAdemwaje~|,6
 lequel ,l@kEl,2
 le magnétisme,l@manjetism,4
 bah  dit cassius tu ris avec ton athéisme,badikasiysty|RizavEktCateism,13
comment y croirais-tu  pour moi je ne crois rien,kOmAtikRwaREty|puRmwaZ@n@kRwaRje~,12
sinon ce que je vois,sinCs@k@Z@vwa|,6
 ah  dit l'autre très bien ,adilotR@tREbje~|,6
tu crois ce que tu vois  ô raisonneur habile ,tykRwas@k@tyvwa|oREzon@Rabil,12
et l'aveugle à ton gré que croira-t-il alors ,elav9glatCgRe|k@kRwaRattalOR,11
parce que l'on t'a fait à ta prison d'argile,paRs@k@lCttafEt|atapRizCdtaRZil,12
une fenêtre ou deux pour y voir au dehors ,yn@f@nEtRud2|puRivwaRod@OR,12
parce que la moitié d'un rayon de lumière,paRs@k@lamwatje|dt|e~REjCd@lymjER,12
échappé du soleil dans ton œil peut glisser,eSapedysOlEj|dAtC2jp2glise,12
quand il n'est pas bouché par un grain de poussière,kAtilnEpabuSe|paRe~gRe~d@pusjER,12
tu crois qu'avec ses lois le monde y va passer ,tykRwakavEkselwa|l@mCdivapase,12
ô mon ami  le monde incessamment remue,omCamil@mCd|e~sesamAR@my,12
autour de nous en nous et nous n'en voyons rien,otuRd@nuzAnuz|enunAvwajCRje~,12
c'est un spectre voilé qui nous crée et nous tue ,sEte~spEktR@vwale|kinukReenuty,12
c'est un bourreau masqué que notre ange gardien,sEte~buRomaske|k@nOtRAZ@gaRdje~,12
sais-tu lorsque ta main touche une jeune fille,sEtylORsk@tame~|tuSyn@Z9n@fij,12
ce qui se passe en elle en toi  qu'en as-tu vu ,s@kis@pasAEl|AtwakAastyvy,12
qui te fait tressaillir lorsque son œil pétille ,kit@fEtResajiR|lORsk@sC2jpetij,12
s'il ne se passe rien pourquoi tressailles-tu ,sziln@s@pas@Rje~|puRkwatResaj@ty,12
quand l'aigle au bord des mers aperçoit l'hirondelle,kAlEglobORdemERz|apERswaliRCdEl,12
et lui dit en passant d'un regard de ses yeuxet lui dit en passant d'un regard de ses yeux,elHiditApasA|dt|e~R@gaRd@sezj2ksElHiditApasAdte~R@gaRd@sezj2,24
de le suivre as-tu vu ce qui se passe en elle ,d@l@sHivRastyvy|s@kis@pasAEl,12
s'il ne se passe rien pourquoi donc le suit-elle ,sziln@s@pas@Rje~|puRkwadCkl@sHitEl,12
eh quoi  toi confesseur toi prêtre toi romain,ekwatwakCfes9R|twapREtR@twaROme~,12
tu crois qu'on dit un mot qu'on fait un geste en vain ,tykRwakCdite~mo|k|CfEte~ZEstAve~,12
un geste malheureux  tu ne sais pas peut-être,e~ZEst@mal2R2|tyn@sEpap2EtR,12
que la religion n'est qu'un geste et le prêtre,k@laR@liZjC|n|Eke~ZEstel@pREtR,12
qui l'hostie à la main lève le bras sur nous,kilOstialame~|lEv@l@bRasyRnu,12
un saint magnétiseur qu'on écoute à genoux ,e~se~maJetiz2R|k|CekutaZ@nu,12
tu crois ce que tu vois  toi qui dans la nuit sombre,tykRwas@k@tyvwa|twakidAlanHisCbR,12
portes l'étole blanche et vas t'asseoir dans l'ombre,pORt@letOl@blAS|evattaswaRdAlCbR,12
des confessionnaux pour tenir dans ta maindes confessionnaux pour tenir dans ta main,dekCfesjOno|puRt@niRdAtame~d@kCfesjOnopuRt@niRdAtame~,24
la tête d'une enfant qui t'appelle son père,latEt@dtynAfA|kittapEl@sCpER,12
qui te dit des secrets qu'elle cache à sa mère,kit@dides@kRE|k|El@kaSasamER,12
et de ce qui se fait à l'ombre du saint lieu,ed@s@kis@fEt|alCbR@dyse~lj2,12
ne peut en appeler à rien pas même à dieu ,n@p2tAap@le|aRje~pamEmadj2,12
quand christus renversa les idoles de rome,kAkRistysRAvERsa|lezidOl@d@Rom,12
il avait vu quel pas restait à faire encor,ilavEvykElpa|REstEtafERAkor,12
et qu'à qui veut donner l'homme pour maître à l'homme,ekakiv2dOne|l|Om@puRmEtRalOm,12
un caveau verrouillé vaut mieux qu'un trépied d'or,e~kavoveRuje|vomj2ke~tRepjedtOR,12
c'est ce pouvoir ami c'est ce nœud redoutable,sEs@puvwaRami|s|Es@n2R@dutabl,12
de l'aigle à l'hirondelle et du prêtre à l'enfant,d@lEglaliRCdEl|edypREtRalAfA,12
qui fait que l'homme fort doit briser son semblable,kifEk@lOm@fOR|dwabRizesCsAblabl,12
contre sa volonté de fer qui le défend,kCtR@savOlCte|d@fERkil@defA,12
essaye et tu verras quand la nuit solitaire,EsEjetyvERa|kAlanHisOlitER,12
sur son cilice d'or s'assoira sur la terre,syRsCsilis@dtOR|sz|aswaRasyRlatER,12
laisse évoquer le diable au bouvier du chemin,lEsevOkel@djablobuvjedyS@me~,13
qui veut faire avorter la vache du voisin ,kiv2fERavORte|lavaS@dyvwaze~,12
évoque ton courage et le sang de tes veines,evOk@tCkuRaZ|el@sAd@tevEn,12
ton amour et le dieu des volontés humaines ,tCamuRel@dj2|devOlCteymEn,12
pénètre dans la chambre où suzon dormira ,penEtR@dAlaSAbR|usyzCdORmiRa,12
ne la réveille pas  parle-lui charme-la ,n@laRevej@pa|paRl@lHiSaRm@la,12
donne-lui si tu veux de l'opium la veille,dOn@lHisityv2|d@lOpjOmlavEj,12
ta main à ses seins nus ta bouche à son oreille ,tame~asese~ny|tabuSasCOREj,12
autour de tes deux bras roule ses longs cheveux,otuRd@ted2bRa|Rul@selCS@v2,12
glisse-toi sur son cœur et dis-lui que tu veux,glis@twasyRsCk9r|edilHik@tyv2,12
entends-tu  que tu veux  sur sa tête et sous peine,AtAtyk@tyv2|syRsatEtesupEn,12
de mort qu'elle te sente et qu'elle s'en souvienne ,d@mORkEl@t@sAt|ekEl@szAsuvjEn,12
blesse-la quelque part mêle à son sang ton sang ,blEs@lakElk@paR|mElasCsAtCsA,12
que la marque lui reste et fais-toi la pareille,k@lamaRk@lHiREst|efEtwalapaREj,12
n'importe à quelle place à la joue à l'oreille,ne~pORtakEl@plas|alaZualOREj,12
pourvu qu'elle frémisse en la reconnaissant,puRvykEl@fRemis|AlaR@kOnEsA,12
le lendemain sois dur le plus profond silence,l@lAd@me~swadyR|l@plypROfCsilAs,12
l'œil ferme laisse-la raisonner sans effroi,l2jfERm@lEs@la|REzOnesAzefRwa,12
et dès la nuit venue arrive et recommence,edElanHiv@ny|aRiveR@kOmAs,12
huit jours de cette épreuve et la proie est à toi,HitZuRd@sEtepR9v|elapRwaEtatwa,12
 je le veux dit cassius et la pensée est bonne,Z@l@v2dikasiyszelapAseEbOn,13
cette nuit je commence et l'attache à la croix,sEt@nHiZ@kOmAs|elataSalakRwa,12
huit jours à tout hasard et que dieu lui pardonne  ,HitZuRzatuazaRt|ek@dj2lHipaRdOn,12
fortunio se trompait il n'en fallut que trois,foRtynios@tRCpEtilnAfalyk@tRwa,13
le quatrième jour suzon vint à confesse ,l@katRijEm@|ZuRsyzCve~takCfEs,13
et derrière un pilier caché dans l'ombre épaisse,edERjERe~pilje|kaSedAlCbRepEs,12
cassius de son amour surprit l'aveu fatal,kasiysd@sCamuRsyRpRilav2fatal,13
il dit à fortunio   ton conseil infernal,ilditafoRtyniotCkCsEje~fERnal,13
donne déjà son fruit  sa porte d'elle-même,dOn@deZasCfRHi|sapORt@dtEl@mEm,12
s'ouvrira maintenant car je sais qu'elle m'aime,szuvRiRame~t@nA|kaRZ@sEkEl@mEm,12
 frappe donc  reprit l'autre,fRap@dCkR@pRilotR|,6
 a ce soir,as@swaR,3
 a ce soir ,as@swaR,3
au coucher du soleil cassius revint le voir,okuSedysOlEj|kasiysR@ve~l@vwaR,13
 viens souper lui dit-il  il me reste une somme,vje~supelHiditil|ilm@REstyn@sOm,12
de quarante louis dans ma poche un autre homme,d@kaRAt@lui|dAmapOSe~otROm,12
ou plus sage ou plus fou que moi la donnerait,uplysaZuplyfu|k@mwaladOn@RE,12
a quelque mendiant  allons au cabaret ,akElk@mAdjAt|alCzokabaRE,12
c'était par une nuit magnifique et sereine,setEpaRyn@nHi|manjifikes@REn,12
où les vents embaumés frémissaient dans la plaine ,ulevAzAbome|fRemisEdAlaplEn,12
et les grillons du soir sous le pied du passant,elegRijCdyswaR|sul@pjedypasA,12
chantaient dans la rosée aux feux du ver luisant ,SAtEdAlaRoze|of2dyvERlHizA,12
la lune à son lever sur la cime des arbres,lalynasCl@ve|syRlasim@dezaRbR,12
balançait mollement les ombres des saints marbres,balAsEmOl@mA|lezCbR@dese~maRbR,12
et plongeait dans le fleuve aux flots étincelants,eplCZEdAl@fl9v|oflozete~s@lA,12
des lourds dieux de granit les colosses tremblants,deluRdj2d@gRanit|lekOlOs@tRAblA,12
dans le coin enfumé d'une auberge malsaine,dAl@kwe~Afyme|dt|ynobERZ@malsEn,12
les abbés sur la table avaient croisé les bras,lezabesyRlatabl|avEkRwazelebRa,12
 eh bien  cria cassius ne chanterons-nous pas  ,ebje~kRijakasiysn@SAt@RCnupa,14
et vidant d'un seul trait une bouteille pleine ,evidAdte~s9ltREt|yn@butEj@plEn,12
 allons abbé dit-il un toast à ma suzon  ,alCzabeditil|e~tosttamasyzC,12
il se leva lança son assiette au plafond,ils@l@valAsa|sCasjEtoplafC,12
et se mit à chanter d'une voix triste et pure ,es@mitaSAte|dt|yn@vwatRistepyR,12
le ciel a-t-il fait faire un pacte à la nature,l@sjElatfEfERe~|paktalanatyR,11
avec l'homme ou rit-il comme un malin esprit,avEklOmuRitil|kOme~male~EspRi,12
quand il voit un tombeau qui s'entr'ouvre et sourit ,kAtilvwate~tCbo|kiszAntresuRi,11
jamais vent de minuit dans l'éternel silence,ZamEvAd@minHi|dAletERnElsilAs,12
n'emporta si gaiement du pied d'un balcon d'or,nApORtasigemA|dypjedte~balkCdtOR,12
les soupirs de l'amour à la beauté qui dort,lesupiRd@lamuR|alabotekidOR,12
que lorsque les abbés fredonnant leur romance,k@lORsk@lezabe|fR@dOnAl9RROmAs,12
sur la bruyère sèche en se tenant le bras,syRlabRyjER@sES|As@t@nAl@bRa,12
vers leur œuvre sans nom marchèrent à grand pas,vERl9R2vR@sAnC|maRSERtagRApa,11
le lendemain dans rome il courut la nouvelle,l@lAd@me~dARom|ilkuRylanuvEl,12
qu'une main inconnue avait tué suzon,kyn@me~e~kOny|avEtHesyzC,12
et qu'on avait trouvé sur le pied d'une échelle,ekCavEtRuve|syRl@pjedtyneSEl,12
fortunio qui dormait au seuil de la maison,foRtyniokidORmEtos9jd@lamEzC,13
depuis ce jour un fou qui blasphème et mendie,d@pHis@ZuRe~fu|kiblasfEmemAdi,12
vient s'asseoir quelquefois à l'heure du sommeil,vje~szaswaRkElk@fwaz|al9R@dysOmEj,12
sur les lazzaronis étendus au soleil ,syRlelazaRonisz|etAdyzosOlEj,12
il leur parle tout bas les frotte et parodie,ill9RpaRl@tuba|lefROtepaROdi,12
les gestes d'un derviche et d'un magnétiseur ,leZEst@dte~dERviS|edte~maJetiz2R,12
puis quand il les éveille il les frappe en fureur,pHikAtillezevej|illefRapAfyR9R,12
c'est cassius qui survit à suzon  sa victime,sEkasiyskisyRvitasyzCsaviktim,13
lui mourut dans les bras trop tôt pour l'assouvir ,lHimuRydAlebRa|tRotopuRlasuviR,12
et lui resté tout seul à la moitié du crime,elHiREstetus9l|alamwatjedykRim,12
sur le pavé de rome achève de mourir,syRl@paved@Rom|aSEv@d@muRiR,12
puisque c'est ton métier misérable poète,pHisk@sEtCmetje|mizeRabl@pOEt,12
même en ces temps d'orage où la bouche est muette,mEmAsetAdtORaZ|ulabuSEmHEt,12
tandis que le bras parle et que la fiction,tAdik@l@bRapaRl|ek@lafiksjC,12
disparaît comme un songe au bruit de l'action ,dispaREkOme~sCZ|obRHid@laksjC,13
puisque c'est ton métier de faire de ton âme,pHisk@sEtCmetje|d@fER@d@tCam,12
une prostituée et que joie ou douleur,yn@pROstitHe|ek@Zwaudul9R,12
tout demande sans cesse à sortir de ton cœur ,tud@mAd@sAsEs|asORtiRd@tCk9r,12
que du moins l'histrion couvert d'un masque infâme,k@dymwe~listRjC|kuvERdte~maske~fam,12
n'aille pas dégradant ta pensée avec lui,naj@padegRadA|tapAseavEklHi,12
sur d'ignobles tréteaux la mettre au pilori ,syRdtinjObl@tReto|lamEtRopiloRi,12
que nul plan nul détour nul voile ne l'ombrage,k@nylplAnyldetuR|nylvwal@n@lCbRaZ,12
abandonne aux vieillards sans force et sans courage,abAdOnovjEjaR|sAfORsesAkuRaZ,12
ce travail d'araignée et tous ces fils honteux,s@tRavajdtaRenje|etussefilCt2,12
dont s'entoure en tremblant l'orgueil qui craint les yeux,dCszAtuRAtRAblA|l|ORg2jkikRe~lezj2,12
point d'autel de trépied point d'arrière aux profanes ,pwe~dtotEld@tRepje|pwe~dtaRjERopROfan,12
que ta muse brisant le luth des courtisanes,k@tamyz@bRizA|l@lytdekuRtizan,12
fasse vibrer sans peur l'air de la liberté ,fas@vibResAp9R|l|ERd@lalibERte,12
qu'elle marche pieds nus comme la vérité,kEl@maRS@pjeny|kOm@laveRite,12
ô machiavel  tes pas retentissent encore,omakjavElte|paR@tAtistAkOR,12
dans les sentiers déserts de san casciano,dAlesAtjedezER|d@sAcasjano,11
là sous des cieux ardents dont l'air sèche et dévore,lasudesj2zaRdA|dClERsESedevOR,12
tu cultivais en vain un sol maigre et sans eau,tykyltivEzAve~|e~sOlmEgResAzo,12
ta main lasse le soir d'avoir creusé la terre,tame~las@l@swaR|dt|avwaRkR2zelatER,12
frappait ton pâle front dans le calme des nuits,fRapEtCpal@fRC|dAl@kalm@denHi,12
là tu fus sans espoir sans proches sans amis ,latyfysAzEspwaR|sApROS@sAzami,12
la vile oisiveté fille de la misère,lavilwaziv@te|fij@d@lamizER,12
a ton ombre en tous lieux se traînait lentement,atCCbRAtuslj2|s@tRenElAt@mA,12
et buvait dans ton cœur les flots purs de ton sang ,ebyvEdAtCk9r|leflopyRd@tCsA,12
 qui suis-je  écrivais-tu  qu'on me donne une pierre,kisHiZ@ekRivE|tykCm@dOnyn@pjER,13
une roche à rouler  c'est la paix des tombeaux,yn@ROSaRule|s|ElapEdetCbo,12
que je fuis et je tends des bras las du repos ,k@Z@fHizeZ@tA|debRaladyR@po,12
c'est ainsi machiavel qu'avec toi je m'écrie ,sEte~simakjavElkavEktwaZ@mekRi,13
ô médiocrité celui qui pour tout bien,omedjOkRite|s@lHikipuRtubje~,12
t'apporte à ce tripot dégoûtant de la vie,ttapORtas@tRipo|degutAd@lavi,12
est bien poltron au jeu s'il ne dit  tout ou rien,Ebje~pOltRCoZ2|sz|iln@ditutuRje~,12
je suis jeune  j'arrive a moitié de ma route,Z@sHiZ9n@ZaRiv|amwatjed@maRut,12
déjà las de marcher je me suis retourné,deZalad@maRSe|Z@m@sHiR@tuRne,12
la science de l'homme est le mépris sans doute ,lasjAs@d@lOm|El@mepRisAdut,12
c'est un droit de vieillard qui ne m'est pas donné,sEte~dRwad@vjEjaR|kin@mEpadOne,12
mais qu'en dois-je penser  il n'existe qu'un être,mEkAdwaZ@pAse|ilnEgzist@ke~EtR,12
que je puisse en entier et constamment connaître,k@Z@pHisAAtje|ekCstamAkOnEtR,12
sur qui mon jugement puisse au moins faire foi,syRkimCZyZ@mA|pHisomwe~fER@fwa,12
un seul  je le méprise  et cet être c'est moi,e~s9lZ@l@mepRiz|esEtEtR@sEmwa,12
qu'ai-je fait  qu'ai-je appris   le temps est si rapide,keZ@fEkeZ@apRil@tAzEsiRapid,13
l'enfant marche joyeux sans songer au chemin ,lAfAmaRS@Zwaj2|sAsCZeoS@me~,12
il le croit infini n'en voyant pas la fin,ill@kRwate~fini|n|AvwajApalafe~,12
tout à coup il rencontre une source limpide,tutakuilRAkCtR|yn@suRs@le~pid,12
il s'arrête il se penche il y voit un vieillard,ilszaREtils@pAS|ilivwate~vjEjaR,12
que me dirai-je alors  quand j'aurai fait mes peines,k@m@diReZ@alORkAZORefEmepEn,13
quand on m'entendra dire  hélas  il est trop tard ,kAtCmAtAdRadiRelaszilEtRotaR,12
quand ce sang qui bouillonne aujourd'hui dans mes veines,kAs@sAkibujOn|ojuRdjidAmevEn,12
et s'irrite en criant contre un lâche repos,esziRitAkRijAkCtRe~laS@R@po,13
s'arrêtera glacé jusqu'au fond de mes os,szaRet@Raglase|ZyskofCd@mezOs,12
ô vieillesse  à quoi donc sert ton expérience ,ovjEjEsakwadCk|sERtCEkspeRjAs,12
que te sert spectre vain de te courber d'avance,k@t@sERspEktR@ve~|d@t@kuRbedtavAs,12
vers le commun tombeau des hommes si la mort,vERl@kOme~tCbo|deOm@silamOR,12
se tait en y rentrant lorsque la vie en sort ,s@tEtAiRAtRA|lORsk@laviAsOR,12
n'existait-il donc pas à cette loterie,nEgzistEtildCkpaz|asEt@lOt@Ri,12
un joueur par le sort assez bien abattu,e~Zw9RpaRl@sORt|asebje~abaty,12
pour que me rencontrant sur le seuil de la vie,puRk@m@RAkCtRA|syRl@s9jd@lavi,12
il me dît en sortant  n'entrez pas j'ai perdu ,ilm@ditAsORtA|n|AtRepaZepERdy,12
grèce ô mère des arts terre d'idolâtrie,gREs@omER@dez|aRtER@dtidOlatRi,13
de mes vœux insensés éternelle patrie,d@mev2ze~sAsez|etERnEl@patRi,12
j'étais né pour ces temps où les fleurs de ton front,ZetEnepuRsetAz|ulefl9Rd@tCfRC,12
couronnaient dans les mers l'azur de l'hellespont,kuROnEdAlemER|l|azyRd@lElEspC,12
je suis un citoyen de tes siècles antiques ,Z@sHize~sitwaje~|d@tesjEkl@zAtik,12
mon âme avec l'abeille erre sous tes portiques,mCamavEklabEj|ER@sutepORtik,12
la langue de ton peuple ô grèce peut mourir ,lalAg@d@tCp9pl@ogREs@p2muRiR,13
nous pouvons oublier le nom de tes montagnes ,nupuvCzublijel@nCd@temCtanj,13
mais qu'en fouillant le sein de tes blondes campagnes,mEkAfujAl@se~|d@teblCd@kApanj,12
nos regards tout à coup viennent à découvrir,noR@gaRtutaku|vjEntadekuvRiR,11
quelque dieu de tes bois quelque vénus perdue,kElk@dj2d@tebwa|kElk@venyspERdy,12
la langue que parlait le cœur de phidias,lalAg@k@paRlE|l@k9rd@fidjas,11
sera toujours vivante et toujours entendue ,s@RatuZuRvivAt|etuZuRzAtAdy,12
les marbres l'ont apprise et ne l'oublieront pas,lemaRbR@lCtapRiz|en@lubliRCpa,12
et toi vieille italie où sont ces jours tranquilles,etwavjEjitali|usCseZuRtRAkil,12
où sous le toit des cours rome avait abrité,usul@twadekuR|RomavEtabRite,12
les arts ces dieux amis fils de l'oisiveté ,lezaRsedj2zami|fild@lwaziv@te,12
quand tes peintres alors s'en allaient par les villes,kAtepe~tR@zalOR|sz|AalEpaRlevil,12
élevant des palais des tombeaux des autels,el@vAdepalE|detCbodezotEl,12
triomphants honorés dieux parmi les mortels ,tRijCfAOnORedj2paRmilemORtEl,13
quand tout à leur parole enfantait des merveilles,kAtutal9RpaROl|AfAtEdemERvEj,12
quand rome combattait venise et les lombards,kARom@kCbatE|v@nizelelCbaR,12
alors c'étaient des temps bienheureux pour les arts ,alORsetEdetA|bje~n9R2puRlezaR,12
là c'était michel-ange affaibli par les veilles,lasetEmiSElAZ|afEblipaRlevEj,12
pâle au milieu des morts un scalpel à la main,palomilj2demORz|e~skalpElalame~,12
cherchant la vie au fond de ce néant humain,SERSAlaviofC|d@s@neAyme~,12
levant de temps en temps sa tête appesantie,l@vAd@tAzAtA|satEtap@zAti,12
pour jeter un regard de colère et d'envie,puRZ@tee~R@gaR|d@kOlERedtAvi,12
sur les palais de rome où du pied de l'autel,syRlepalEd@Rom|udypjed@lotEl,12
a ses rivaux de loin souriait raphaël,aseRivod@lwe~|suRjERafaEl,12
là c'était le corrège homme pauvre et modeste,lasetEl@koREZOm@povRemOdEst,12
travaillant pour son cœur laissant à dieu le reste ,tRavajApuRsCk9r|lesAtadj2l@REst,12
le giorgione superbe au jeune titien,l@ZjoRzjon@sypERb|oZ9n@titje~,11
montrant du sein des mers son beau ciel vénitien ,mCtRAdyse~demER|sCbosjElvenisje~,12
bartholomé pensif le front dans la poussière,baRtolomepAsif|l@fRCdAlapusjER,12
brisant son jeune cœur sur un autel de pierre,bRizAsCZ9n@k9r|syRe~otEld@pjER,12
interrogé tout bas sur l'art par raphaël,e~teROZetuba|syRlaRpaRRafaEl,12
et bornant sa réponse à lui montrer le ciel,ebORnAsaRepCs|alHimCtRel@sjEl,12
temps heureux temps aimés  mes mains alors peut-être,tA2R2tAzeme|meme~zalORp2EtR,12
mes lâches mains pour vous auraient pu s'occuper ,melaS@me~puRvuz|OREpyszOkype,12
mais aujourd'hui pour qui  dans quel but  sous quel maître ,mEzojuRdjipuRki|dAkElbytsukElmEtR,12
l'artiste est un marchand et l'art est un métier,laRtistEte~maRSAt|elaRtEte~metje,12
un pâle simulacre une vile copie,e~pal@simylakR|yn@vil@kOpi,12
naissent sous le soleil ardent de l'italie,nEssul@sOlEjaRdAd@litali,11
nos œuvres ont un an nos gloires ont un jour ,no2vR@zCte~A|noglwaR@zCte~ZuR,12
tout est mort en europe  oui tout  jusqu'à l'amour,tutEmORtA2Rop|wituZyskalamuR,12
ah  qui que vous soyez vous qu'un fatal génie,akik@vuswaje|vuke~fatalZeni,12
pousse à ce malheureux métier de poésie,pusas@mal2R2|metjed@pOezi,12
rejetez loin de vous chassez-moi hardiment,R@Z@telwe~d@vu|SasemwaaRdimA,12
toute sincérité  gardez que l'on ne voie,tut@se~seRite|gaRdek@lCn@vwa,12
tomber de votre cœur quelques gouttes de sang ,tCbed@vOtR@k9r|kElk@gut@d@sA,12
sinon vous apprendrez que la plus courte joie,sinCvuzapRAdRe|k@laplykuRt@Zwa,12
coûte cher que le sage est ami du repos,kut@SERk@l@saZ|EtamidyR@po,12
que les indifférents sont d'excellents bourreaux,k@leze~difeRA|sCdtEkselAbuRo,12
heureux trois fois heureux l'homme dont la pensée,2R2tRwafwa2R2|l|Om@dClapAse,12
peut s'écrire au tranchant du sabre ou de l'épée ,p2szekRiRotRASA|dysabRud@lepe,12
ah  qu'il doit mépriser ces rêveurs insensés,akildwamepRize|seREv9Rze~sAse,12
qui lorsqu'ils ont pétri d'une fange sans vie,kiloRskilzCpetRi|dt|yn@fAZ@sAvi,12
un vil fantôme un songe une froide effigie,e~vilfAtome~sCZ|yn@fRwadefiZi,12
s'arrêtent pleins d'orgueil et disent  c'est assez ,szaREtple~dtORg2je|dizsEtase,10
qu'est la pensée hélas  quand l'action commence ,kElapAseelas|kAlaksjCkOmAs,12
l'une recule où l'autre intrépide s'avance,lyn@R@kylulotR|e~tRepid@szavAs,12
au redoutable aspect de la réalité,oR@dutablaspE|d@laRealite,12
celle-ci prend le fer et s'apprête à combattre ,sEl@sipRAl@fER|eszapREtakCbatR,12
celle-là frêle idole et qu'un rien peut abattre,sEl@lafRElidOl|eke~Rje~p2tabatR,12
se détourne en voilant son front inanimé,s@detuRnAvwalA|sCfRCtinanime,12
meurs weber  meurs courbé sur ta harpe muette ,m9RvEbERm9RkuRbe|syRtaaRp@mHEt,12
mozart t'attend  et toi misérable poète,mozaRttatAtetwa|mizeRabl@pOEt,12
qui que tu sois enfant homme si ton cœur bat,kik@tyswazAfA|Om@sitCk9rba,12
agis  jette ta lyre  au combat au combat ,aZiZEt@taliR|okCbatokCba,12
ombre des temps passés tu n'est pas de cet âge,CbR@detApase|tynEpad@sEtaZ,12
entend-on le nocher chanter pendant l'orage ,AtAtCl@noSe|SAtepAdAlORaZ,12
a l'action  au mal  le bien reste ignoré,alaksjComal|l@bje~REstinjORe,12
allons  cherche un égal à des maux sans remède,alCSERSe~egal|ademosAR@mEd,12
malheur à qui nous fit ce sens dénaturé ,mal9Rakinufi|s@sAdenatyRe,12
le mal cherche le mal et qui souffre nous aide,l@malSERS@l@mal|ekisufR@nuzEd,12
l'homme peut haïr l'homme et fuir mais malgré lui,lOm@p2aiRlOm|efHiRmEmalgRelHi,12
sa douleur tend la main à la douleur d'autrui ,sadul9RtAlame~|aladul9RdtotRHi,12
c'est tout pour la pitié ce mot dont on nous leurre,sEtupuRlapitje|s@modCtCnul9R,12
et pour tous ces discours prostitués sans fin,epuRtussediskuR|pROstitHesAfe~,12
que l'homme au cœur joyeux jette à celui qui pleure,k@lOmok9rZwaj2|ZEtas@lHikipl9R,12
comme le riche jette au mendiant son pain,kOm@l@RiS@ZEt|omAdjAsCpe~,12
qui pourrait en vouloir  et comment le vulgaire,kipuREtAvulwaR|ekOmAl@vylgER,12
quand c'est vous qui souffrez pourrait-il le sentir,kAsEvukisufRe|puREtill@sAtiR,12
lui que dieu n'a pas fait capable de souffrir ,lHik@dj2napafE|kapabl@d@sufRiR,12
allez sur une place étalez sur la terre,alesyRyn@plas|etalesyRlatER,12
un corps plus mutilé que celui d'un martyr,e~kORplymytile|k@s@lHidte~maRtiR,12
informe dégoûtant traîné sur une claie,e~fORm@degutA|tRenesyRyn@klE,12
et soulevant déjà l'âme prête à partir ,esul@vAdeZa|l|ampREtapaRtiR,11
la foule vous suivra quand la douleur est vraie,laful@vusHivRa|kAladul9REvRE,12
elle l'aime vos maux dont on vous saura gré,El@lEm@vomo|dCtCvusoRagRe,12
feront horreur à tous à quelques-uns pitié,f@RCOR9Ratusz|akElk@ze~pitje,12
mais changez de façon  découvrez-leur une âme,mESAZed@fasC|dekuvRel9Ryn@am,13
par le chagrin brisée une douleur sans fard,paRl@SagRe~bRize|yn@dul9RsAfaR,12
et dans un jeune cœur des regrets de vieillard ,edAze~Z9n@k9r|deR@gREd@vjEjaR,12
dites-leur que sans mère et sans sœur et sans femme,dit@l9Rk@sAmER|esAs2ResAfam,12
sans savoir où verser avant que de mourir,sAsavwaRuvERse|avAk@d@muRiR,12
les pleurs que votre sein peut encor contenir,lepl9Rk@vOtR@se~|p2tAkorkCtniR,11
jusqu'au soleil couchant vous n'irez point peut-être,ZyskosOlEjkuSA|vuniRepwe~p2EtR,12
qui trouvera le temps d'écouter vos malheurs ,kitRuv@Ral@tA|dt|ekutevomal9R,12
on croit au sang qui coule et l'on doute des pleurs,CkRwatosAkikul|elCdut@depl9R,12
votre ami passera mais sans vous reconnaître,vOtRamipas@Ra|mEsAvuR@kOnEtR,12
 tu te gonfles mon cœur  des pleurs le croirais-tu,tyt@gCfl@mCk9r|depl9Rl@kRwaREty,12
